Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,450,Madagascar,5410,Yield,231.0,"Hen eggs in shell, fresh",2020,2020,100 mg/An,45362,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5413,Yield,231.0,"Hen eggs in shell, fresh",2020,2020,No/An,108,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5410,Yield,231.0,"Hen eggs in shell, fresh",2021,2021,100 mg/An,45355,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5413,Yield,231.0,"Hen eggs in shell, fresh",2021,2021,No/An,108,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21118.01,"Horse meat, fresh or chilled",2016,2016,100 g/An,1750,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21118.01,"Horse meat, fresh or chilled",2017,2017,100 g/An,1750,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21118.01,"Horse meat, fresh or chilled",2018,2018,100 g/An,1750,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21118.01,"Horse meat, fresh or chilled",2019,2019,100 g/An,1750,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21118.01,"Horse meat, fresh or chilled",2020,2020,100 g/An,1750,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21118.01,"Horse meat, fresh or chilled",2021,2021,100 g/An,1750,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1322.0,Lemons and limes,2016,2016,100 g/ha,34482,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1322.0,Lemons and limes,2017,2017,100 g/ha,34179,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1322.0,Lemons and limes,2018,2018,100 g/ha,33409,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1322.0,Lemons and limes,2019,2019,100 g/ha,34782,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1322.0,Lemons and limes,2020,2020,100 g/ha,34673,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1322.0,Lemons and limes,2021,2021,100 g/ha,34598,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1704.0,"Lentils, dry",2016,2016,100 g/ha,6758,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1704.0,"Lentils, dry",2017,2017,100 g/ha,6766,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1704.0,"Lentils, dry",2018,2018,100 g/ha,6776,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1704.0,"Lentils, dry",2019,2019,100 g/ha,6796,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1704.0,"Lentils, dry",2020,2020,100 g/ha,6813,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1704.0,"Lentils, dry",2021,2021,100 g/ha,6831,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,112.0,Maize (corn),2016,2016,100 g/ha,17309,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,112.0,Maize (corn),2017,2017,100 g/ha,17406,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,112.0,Maize (corn),2018,2018,100 g/ha,17485,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,112.0,Maize (corn),2019,2019,100 g/ha,17363,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,112.0,Maize (corn),2020,2020,100 g/ha,17704,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,112.0,Maize (corn),2021,2021,100 g/ha,18386,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2016,2016,100 g/ha,60369,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2017,2017,100 g/ha,61295,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2018,2018,100 g/ha,58444,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2019,2019,100 g/ha,60025,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2020,2020,100 g/ha,59913,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1316.0,"Mangoes, guavas and mangosteens",2021,2021,100 g/ha,59456,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2016,2016,100 g/An,1250,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2017,2017,100 g/An,1250,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2018,2018,100 g/An,1250,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2019,2019,100 g/An,1250,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2020,2020,100 g/An,1250,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21111.01,"Meat of cattle with the bone, fresh or chilled",2021,2021,100 g/An,1136,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21121.0,"Meat of chickens, fresh or chilled",2016,2016,0.1 g/An,8000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21121.0,"Meat of chickens, fresh or chilled",2017,2017,0.1 g/An,8000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21121.0,"Meat of chickens, fresh or chilled",2018,2018,0.1 g/An,8000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21121.0,"Meat of chickens, fresh or chilled",2019,2019,0.1 g/An,8000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21121.0,"Meat of chickens, fresh or chilled",2020,2020,0.1 g/An,8000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21121.0,"Meat of chickens, fresh or chilled",2021,2021,0.1 g/An,8000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21122.0,"Meat of ducks, fresh or chilled",2016,2016,0.1 g/An,20000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21122.0,"Meat of ducks, fresh or chilled",2017,2017,0.1 g/An,20000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21122.0,"Meat of ducks, fresh or chilled",2018,2018,0.1 g/An,20789,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21122.0,"Meat of ducks, fresh or chilled",2019,2019,0.1 g/An,20670,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21122.0,"Meat of ducks, fresh or chilled",2020,2020,0.1 g/An,20610,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21122.0,"Meat of ducks, fresh or chilled",2021,2021,0.1 g/An,20524,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21123.0,"Meat of geese, fresh or chilled",2016,2016,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21123.0,"Meat of geese, fresh or chilled",2017,2017,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21123.0,"Meat of geese, fresh or chilled",2018,2018,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21123.0,"Meat of geese, fresh or chilled",2019,2019,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21123.0,"Meat of geese, fresh or chilled",2020,2020,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21123.0,"Meat of geese, fresh or chilled",2021,2021,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21116.0,"Meat of goat, fresh or chilled",2016,2016,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21116.0,"Meat of goat, fresh or chilled",2017,2017,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21116.0,"Meat of goat, fresh or chilled",2018,2018,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21116.0,"Meat of goat, fresh or chilled",2019,2019,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21116.0,"Meat of goat, fresh or chilled",2020,2020,100 g/An,180,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21116.0,"Meat of goat, fresh or chilled",2021,2021,100 g/An,181,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2016,2016,100 g/An,700,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2017,2017,100 g/An,700,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2018,2018,100 g/An,700,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2019,2019,100 g/An,700,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2020,2020,100 g/An,700,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21113.01,"Meat of pig with the bone, fresh or chilled",2021,2021,100 g/An,702,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21114.0,"Meat of rabbits and hares, fresh or chilled",2016,2016,0.1 g/An,12000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21114.0,"Meat of rabbits and hares, fresh or chilled",2017,2017,0.1 g/An,12000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21114.0,"Meat of rabbits and hares, fresh or chilled",2018,2018,0.1 g/An,12255,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21114.0,"Meat of rabbits and hares, fresh or chilled",2019,2019,0.1 g/An,12125,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21114.0,"Meat of rabbits and hares, fresh or chilled",2020,2020,0.1 g/An,12117,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21114.0,"Meat of rabbits and hares, fresh or chilled",2021,2021,0.1 g/An,12122,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21115.0,"Meat of sheep, fresh or chilled",2016,2016,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21115.0,"Meat of sheep, fresh or chilled",2017,2017,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21115.0,"Meat of sheep, fresh or chilled",2018,2018,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21115.0,"Meat of sheep, fresh or chilled",2019,2019,100 g/An,180,A,Official figure,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21115.0,"Meat of sheep, fresh or chilled",2020,2020,100 g/An,180,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5417,Yield/Carcass Weight,21115.0,"Meat of sheep, fresh or chilled",2021,2021,100 g/An,182,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21124.0,"Meat of turkeys, fresh or chilled",2016,2016,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21124.0,"Meat of turkeys, fresh or chilled",2017,2017,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21124.0,"Meat of turkeys, fresh or chilled",2018,2018,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21124.0,"Meat of turkeys, fresh or chilled",2019,2019,0.1 g/An,30000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21124.0,"Meat of turkeys, fresh or chilled",2020,2020,0.1 g/An,30353,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5424,Yield/Carcass Weight,21124.0,"Meat of turkeys, fresh or chilled",2021,2021,0.1 g/An,30337,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1653.0,"Nutmeg, mace, cardamoms, raw",2016,2016,100 g/ha,10294,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1653.0,"Nutmeg, mace, cardamoms, raw",2017,2017,100 g/ha,10607,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1653.0,"Nutmeg, mace, cardamoms, raw",2018,2018,100 g/ha,10362,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1653.0,"Nutmeg, mace, cardamoms, raw",2019,2019,100 g/ha,10266,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1653.0,"Nutmeg, mace, cardamoms, raw",2020,2020,100 g/ha,10293,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1653.0,"Nutmeg, mace, cardamoms, raw",2021,2021,100 g/ha,10246,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1491.01,Oil palm fruit,2016,2016,100 g/ha,116201,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1491.01,Oil palm fruit,2017,2017,100 g/ha,116064,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1491.01,Oil palm fruit,2018,2018,100 g/ha,116036,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1491.01,Oil palm fruit,2019,2019,100 g/ha,116050,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1491.01,Oil palm fruit,2020,2020,100 g/ha,115977,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1491.01,Oil palm fruit,2021,2021,100 g/ha,115905,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2016,2016,100 g/ha,56559,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2017,2017,100 g/ha,54176,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2018,2018,100 g/ha,54323,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2019,2019,100 g/ha,54979,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,100 g/ha,54488,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.02,"Onions and shallots, dry (excluding dehydrated)",2021,2021,100 g/ha,54594,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.01,"Onions and shallots, green",2016,2016,100 g/ha,21557,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.01,"Onions and shallots, green",2017,2017,100 g/ha,20808,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.01,"Onions and shallots, green",2018,2018,100 g/ha,21925,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.01,"Onions and shallots, green",2019,2019,100 g/ha,21427,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.01,"Onions and shallots, green",2020,2020,100 g/ha,21384,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1253.01,"Onions and shallots, green",2021,2021,100 g/ha,21579,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1323.0,Oranges,2016,2016,100 g/ha,62139,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1323.0,Oranges,2017,2017,100 g/ha,61345,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1323.0,Oranges,2018,2018,100 g/ha,63543,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1323.0,Oranges,2019,2019,100 g/ha,64121,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1323.0,Oranges,2020,2020,100 g/ha,64256,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1323.0,Oranges,2021,2021,100 g/ha,64390,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1241.9,"Other beans, green",2016,2016,100 g/ha,23829,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1241.9,"Other beans, green",2017,2017,100 g/ha,23491,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1241.9,"Other beans, green",2018,2018,100 g/ha,24059,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1241.9,"Other beans, green",2019,2019,100 g/ha,23788,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1241.9,"Other beans, green",2020,2020,100 g/ha,23775,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1241.9,"Other beans, green",2021,2021,100 g/ha,23872,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2016,2016,100 g/ha,6863,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2017,2017,100 g/ha,6720,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2018,2018,100 g/ha,6857,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2019,2019,100 g/ha,6525,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2020,2020,100 g/ha,6443,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1929.9,"Other fibre crops, raw, n.e.c.",2021,2021,100 g/ha,6361,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1359.9,"Other fruits, n.e.c.",2016,2016,100 g/ha,68685,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1359.9,"Other fruits, n.e.c.",2017,2017,100 g/ha,68704,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1359.9,"Other fruits, n.e.c.",2018,2018,100 g/ha,68751,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1359.9,"Other fruits, n.e.c.",2019,2019,100 g/ha,68789,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1359.9,"Other fruits, n.e.c.",2020,2020,100 g/ha,68818,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1359.9,"Other fruits, n.e.c.",2021,2021,100 g/ha,68851,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2016,2016,100 g/ha,44000,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2017,2017,100 g/ha,44500,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2018,2018,100 g/ha,45115,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,2019,100 g/ha,45455,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,2020,100 g/ha,42472,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,2021,100 g/ha,45761,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1449.9,"Other oil seeds, n.e.c.",2016,2016,100 g/ha,6667,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1449.9,"Other oil seeds, n.e.c.",2017,2017,100 g/ha,6784,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1449.9,"Other oil seeds, n.e.c.",2018,2018,100 g/ha,6608,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1449.9,"Other oil seeds, n.e.c.",2019,2019,100 g/ha,6573,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1449.9,"Other oil seeds, n.e.c.",2020,2020,100 g/ha,6635,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1449.9,"Other oil seeds, n.e.c.",2021,2021,100 g/ha,6582,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1709.9,Other pulses n.e.c.,2016,2016,100 g/ha,11624,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1709.9,Other pulses n.e.c.,2017,2017,100 g/ha,11638,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1709.9,Other pulses n.e.c.,2018,2018,100 g/ha,11690,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1709.9,Other pulses n.e.c.,2019,2019,100 g/ha,11744,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1709.9,Other pulses n.e.c.,2020,2020,100 g/ha,11802,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1709.9,Other pulses n.e.c.,2021,2021,100 g/ha,11861,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1699.0,"Other stimulant, spice and aromatic crops, n.e.c.",2016,2016,100 g/ha,18182,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1699.0,"Other stimulant, spice and aromatic crops, n.e.c.",2017,2017,100 g/ha,18327,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1699.0,"Other stimulant, spice and aromatic crops, n.e.c.",2018,2018,100 g/ha,18804,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1699.0,"Other stimulant, spice and aromatic crops, n.e.c.",2019,2019,100 g/ha,18974,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1699.0,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,100 g/ha,19126,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1699.0,"Other stimulant, spice and aromatic crops, n.e.c.",2021,2021,100 g/ha,19279,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1319.0,"Other tropical fruits, n.e.c.",2016,2016,100 g/ha,40862,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1319.0,"Other tropical fruits, n.e.c.",2017,2017,100 g/ha,41059,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1319.0,"Other tropical fruits, n.e.c.",2018,2018,100 g/ha,42678,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1319.0,"Other tropical fruits, n.e.c.",2019,2019,100 g/ha,42663,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1319.0,"Other tropical fruits, n.e.c.",2020,2020,100 g/ha,42846,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1319.0,"Other tropical fruits, n.e.c.",2021,2021,100 g/ha,43030,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2016,2016,100 g/ha,98958,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2017,2017,100 g/ha,102881,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2018,2018,100 g/ha,107303,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2019,2019,100 g/ha,104371,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,100 g/ha,105660,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1290.9,"Other vegetables, fresh n.e.c.",2021,2021,100 g/ha,106856,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1345.0,Peaches and nectarines,2016,2016,100 g/ha,29288,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1345.0,Peaches and nectarines,2017,2017,100 g/ha,29492,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1345.0,Peaches and nectarines,2018,2018,100 g/ha,29395,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1345.0,Peaches and nectarines,2019,2019,100 g/ha,28895,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1345.0,Peaches and nectarines,2020,2020,100 g/ha,28915,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1345.0,Peaches and nectarines,2021,2021,100 g/ha,28764,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1342.01,Pears,2016,2016,100 g/ha,14556,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1342.01,Pears,2017,2017,100 g/ha,14218,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1342.01,Pears,2018,2018,100 g/ha,14055,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1342.01,Pears,2019,2019,100 g/ha,14599,E,Estimated value,
QCL,Crops and livestock products,450,Madagascar,5419,Yield,1342.01,Pears,2020,2020,100 g/ha,14604,E,Estimated value,
